,10_Otago_00001 10_otago.,10_Otago_00002 10_otago.,10_Otago_00003 10_otago.,10_Otago_00004 10_otago.,11_Iceland_00001 11_iceland.,11_Iceland_00002 11_iceland.,11_Iceland_00003 11_iceland.,11_Iceland_00004 11_iceland.,15_Oxia_Sophia_00001 15_oxia_sophia.,15_Oxia_Sophia_00002 15_oxia_sophia.,15_Oxia_Sophia_00003 15_oxia_sophia.,15_Oxia_Sophia_00004 15_oxia_sophia.,2_Atacama_Red_00001 2_atacama_red.,2_Atacama_Red_00002 2_atacama_red.,2_Atacama_Red_00003 2_atacama_red.,2_Atacama_Red_00004 2_atacama_red.,3_Sabtha_00001 3_sabtha.,3_Sabtha_00002 3_sabtha.,3_Sabtha_00003 3_sabtha.,3_Sabtha_00004 3_sabtha.,4_Watchet_Bay_00001 4_watchet_bay.,4_Watchet_Bay_00002 4_watchet_bay.,4_Watchet_Bay_00003 4_watchet_bay.,4_Watchet_Bay_00004 4_watchet_bay.,4_Watchet_Bay_00005 4_watchet_bay.,4_Watchet_Bay_00006 4_watchet_bay.,5_Granby_00001 5_granby.,5_Granby_00002 5_granby.,5_Granby_00003 5_granby.,5_Granby_00004 5_granby.,6_Hydrothermal_Clay_00001 6_hydrothermal_clay.,6_Hydrothermal_Clay_00002 6_hydrothermal_clay.,6_Hydrothermal_Clay_00003 6_hydrothermal_clay.,6_Hydrothermal_Clay_00004 6_hydrothermal_clay.,7_Oxia_Teresa_00001 7_oxia_teresa.,7_Oxia_Teresa_00002 7_oxia_teresa.,7_Oxia_Teresa_00003 7_oxia_teresa.,7_Oxia_Teresa_00004 7_oxia_teresa.,8_Mudstone_00001 8_mudstone.,8_Mudstone_00002 8_mudstone.,8_Mudstone_00003 8_mudstone.,8_Mudstone_00004 8_mudstone.,9_Congo_00001 9_congo.,9_Congo_00002 9_congo.,9_Congo_00003 9_congo.,9_Congo_00004 9_congo.,00001 Standard.,00002 Standard.,00003 Standard.,Standard_retest_00001 Standard_retest.,Standard_retest_00002 Standard_retest.,Standard_retest_00003 Standard_retest.
1538.90978084,0.9685722273701654,0.9674741327831348,0.9774108787042229,0.9730986881410788,0.9996270207395374,0.9994314558462124,1.0,0.999657895311195,0.9944765572602068,0.9942109023339345,0.9929797432167665,0.9945144360148268,0.9012146730578497,0.9042879043219243,0.9078152914835601,0.896687877788223,0.7123802972393973,0.8409598926641554,0.8289708541781607,0.8277706873991795,0.9632231184232356,0.9728735179244365,0.9260927580514134,0.9683103929762867,0.9731312422547457,0.9368881764852035,0.9878545577602974,0.9852780402746422,0.9782111203045637,0.9803516184949504,0.9935928786069932,0.9930333347709842,0.9922200412408546,0.9928214538407366,0.999505036272276,0.9987072537510415,0.999172868027724,0.9987519301229133,0.9954120742891268,0.9952198180885123,0.9904712861211602,0.9961132376939168,0.9942929410309673,0.9923532695082233,0.990401131270692,0.9903951594299055,1.0,1.0,0.988239139021224,0.9950996020431043,0.994615434923738,0.9948701800545452
1544.8387776,0.9708921503360465,0.9705366584275619,0.9796002513201014,0.9757216205445571,0.9999044133214061,0.9998169410460624,1.0,1.0,0.9950494276470034,0.9951664532009704,0.9941024425670013,0.9953824078328918,0.9011826853553045,0.9047465747602268,0.9082858369697375,0.8969108312744708,0.7207385670770784,0.8474234326060227,0.8366724586681817,0.8351687941326735,0.9664133259019873,0.9746078708158538,0.9314375209567286,0.9709243225711371,0.9748972999680633,0.9414176116347872,0.9898350300185884,0.9874711970984783,0.9804500182150327,0.9825039452871843,0.995052386651265,0.9943594487107161,0.9937328474763744,0.9945172389282206,0.99985909172308,0.9987755675132326,0.9990790491091812,0.9990033619867144,0.9967238199225208,0.9960932336406361,0.9917685689856777,0.9961976845103757,0.9946642155154325,0.993617004379664,0.9916492220941936,0.9911947063696647,1.0,1.0,0.9880009482865928,0.9950254024186375,0.9943328633016764,0.9947961688510765
1550.78660554,0.9729156042892754,0.9731084209679595,0.9815042780275929,0.977942310010353,1.0,1.0,0.9994219400512713,0.9998316092131599,0.9955982762606495,0.9959125114943211,0.9952186025998085,0.9961519698128822,0.9015040540071347,0.9049090161589932,0.9087179396483724,0.8972994925202757,0.7326997659794279,0.85542613230234,0.8467583352747722,0.84487183377366,0.9701569700584521,0.9772629715709495,0.9383574697399824,0.9740072989777075,0.9769710427698323,0.9477782817837545,0.9915814312816725,0.9895207373823893,0.9823808242262875,0.9845688582556128,0.9962419780749829,0.995504271684797,0.9948742274955473,0.995938472201367,0.9998643319151845,0.9986949429424118,0.9990225510768571,0.9991723072254378,0.9978835750073526,0.9965137588587978,0.9926753507549735,0.996060423790368,0.9952446722284018,0.9947223428253611,0.9926696152318875,0.9919752516519432,0.9999999999999998,1.0,0.9876979214138372,0.9950852684986369,0.9943119430961629,0.9947711760315955
1556.75329898,0.9749894414984903,0.9756350330337409,0.9827851832550252,0.9799896770841937,1.0,0.9999087656093434,0.9989587597774922,0.9988071726830383,0.9962750863883985,0.9962576033609193,0.9963644358493067,0.9967707116467573,0.9015312247931243,0.904867277565169,0.9087161082492223,0.8976601843950225,0.746775087271091,0.8645410358856336,0.8580259496710948,0.8551744142727676,0.9737246323803158,0.9794525818114864,0.9455017038496457,0.977105265771999,0.9789064103855949,0.9541427358150972,0.9928955317170007,0.9911518298997515,0.9843416244268345,0.9863763637369294,0.996995463029238,0.996515081616278,0.9956281070258169,0.996764141667574,0.9998364484280496,0.9985682737613065,0.9992466638385317,0.9993420699524451,0.9986466237153313,0.9973545492739117,0.9937168881823897,0.9962900324892453,0.9956430576907892,0.9952276361688511,0.9936292072862489,0.9931511827949001,0.9999999999999998,1.0,0.9871606711148658,0.9950500961182088,0.9941940147042753,0.9950677478083958
1562.73889214,0.9771223211967919,0.9781169571322805,0.9841044024295729,0.9823487697714257,0.9998656256335551,1.0,0.9992002605150502,0.9984756792353254,0.9968365473543863,0.9963807844311484,0.9972253437656684,0.9972200237645086,0.9014472062500121,0.9051261822903826,0.9089190998801938,0.898023901238059,0.7616996959438147,0.8740654834914802,0.8695489695609074,0.8657163259112955,0.977014357506775,0.9814066050720843,0.9521580725149696,0.9800577981068,0.9808522453825901,0.9598362242881798,0.9940015201233977,0.9923226041777329,0.9861619897565961,0.9880384844476628,0.9977289217516401,0.99733217304588,0.9965084731225748,0.9974855407102733,0.9996839583167889,0.9988493926880424,0.9993783195879596,0.999688356410376,0.9989609409450932,0.998031253991525,0.9949760880793581,0.9969192285217187,0.9959822507920318,0.9955653508348623,0.9945925139395515,0.9942260297086184,1.0,1.0,0.9869750461441578,0.9950554773917909,0.994411489971707,0.9950151060385444
1568.7434192,0.9796349910057087,0.980684240740023,0.9858680473445462,0.9845473092159479,1.0,1.0,0.9998572239215617,0.9983514302573865,0.9973328545396014,0.9965141079408006,0.9979213331517206,0.9980487377256244,0.901857964818013,0.9060203376006591,0.9088178875853103,0.8987943417107681,0.7767256850396015,0.8835816015108104,0.8808774314167243,0.8759759114445215,0.9801660111897326,0.9833498325462801,0.9581683627790872,0.9831339700275076,0.9830736554205172,0.9650947704186056,0.9953937967776251,0.9934420610686884,0.9884564401791082,0.989713200573263,0.9985360265096094,0.9978262398588661,0.9978501988877668,0.9983613298212107,0.9997649340714863,0.9996755151283047,0.9995275042087544,1.0,0.9995265391182493,0.9988907620368925,0.9964605310912994,0.9977402410912484,0.9967090147103065,0.9962746738112686,0.9954188255111319,0.9956201264882433,0.9999999999999998,1.0,0.9868214867066064,0.9950638089709654,0.9945236472677206,0.9949809008525173
1574.76691423,0.982015038097251,0.983076590517015,0.9878953710341035,0.986435339613292,1.0,1.0,0.9999820950136611,0.9984434912439518,0.9976693843487114,0.9967744883133022,0.9985372299107839,0.9989799525520797,0.9025380245747259,0.9070617286030482,0.9090489069159241,0.8995258573763002,0.7918057574779118,0.8929864034120522,0.8909664705672091,0.8859913750430691,0.9828110454107023,0.9851760655723851,0.9633644771655294,0.9855898535508874,0.9850448650971673,0.9699459193104167,0.9964046284498657,0.9943169927314813,0.9902638467493957,0.9915649730245005,0.9992996863249554,0.9982869411257815,0.9989865574988167,0.9993687884096306,0.999953328419736,0.9999219394274258,0.9997334102488444,1.0,0.9998403346717305,0.9993203981877781,0.9977068788283545,0.9987503870656949,0.9974977319129963,0.9972862016627048,0.9961007707174594,0.9968342645004956,0.9999999999999998,1.0,0.9867263336444477,0.9952451646294238,0.9948265193678176,0.9951604360813606
1580.80672696,0.9839064536657061,0.9852580722320722,0.9899714963249063,0.9882600351769653,1.0,1.0,1.0,0.9993129164557152,0.9980374121746439,0.9972302221858232,0.9992559794735792,0.9992217801410911,0.9031034213777331,0.9078381415639817,0.9095199274100612,0.9001561135265803,0.8072064505538122,0.9021445336903876,0.9005030054985408,0.8954661679880949,0.9852838888145358,0.9871513921581162,0.9676414331354436,0.9876792812118684,0.9866522722240274,0.9740756450750389,0.9974402905987749,0.9951360189561445,0.9918118457403762,0.9933088378526197,0.9998588776406245,0.9991027265917911,0.999900466715233,0.9998904107437477,1.0,1.0,1.0,1.0,1.0,0.9993745895041005,0.9988276730535095,0.9996659946213905,0.9982881406572106,0.9983414144664348,0.9969211505371937,0.9974122628619062,0.9999999999999998,0.9999996069677476,0.9861705074827088,0.9951402744020582,0.9948818015553795,0.9952377939105251
1586.85843732,0.9855223263292137,0.9869603275771802,0.9912355166971603,0.9897251814950013,1.0,1.0,0.9998000270147124,0.9999345637215343,0.9982907143261194,0.9976864132021336,0.9997445917857513,0.9994927318532095,0.9037468604482574,0.9086031293933398,0.9099580720715812,0.900157421750706,0.822458634574359,0.9109448318012711,0.9095902036114707,0.9050514981137014,0.9868719690820705,0.9890815206922516,0.9711459264349519,0.9892022725199252,0.9879767514049268,0.9774571798724374,0.9982273737600774,0.9955746176493887,0.9930126351908095,0.9943372831239955,0.9998667411853513,0.9998000930548419,1.0,1.0,1.0,1.0,1.0,0.9996684196665557,0.9996811597581067,0.9998601882583645,0.9993256663386686,1.0,0.9991349305697097,0.9992274197284443,0.9978381199438157,0.9974845707474538,1.0,1.0,0.9857198317246705,0.9950798667613069,0.9947266898395664,0.9948083558497754
1592.92202448,0.9870235346566266,0.9882930666976191,0.9922191697218138,0.9910026860452713,0.9998846118285372,1.0,1.0,0.9998277609168555,0.9980538743530001,0.9978181428134041,0.9997007781265391,0.9994930551734277,0.9040788726581422,0.9089192937033937,0.9102883801886784,0.9002823722608204,0.8378946109757014,0.9196186999194007,0.9186616562285327,0.9143839274891374,0.9886774754161022,0.990476884656022,0.974675320896585,0.9904313919931627,0.9891215692286063,0.9802786269474562,0.9989112128662456,0.9961613316585706,0.994320819054963,0.9952367384451366,0.9996617865731416,1.0,0.9998460049222141,0.9997373701415333,1.0,1.0,0.9997602438795635,0.9994614924906647,0.9990175119807029,1.0,0.9997131723296242,0.9997901855878365,0.9993570277246155,0.9993012834014573,0.9983427054707572,0.9973189243798145,0.9999065224676456,0.9999623712633617,0.9853862038849486,0.9947300290119573,0.9945026548803798,0.994616401340377
1598.99746754,0.9881987805371722,0.9896219846168371,0.9933407138361924,0.9919896526099804,0.9994302578057943,0.99974398198045,1.0,0.9990649357193615,0.9980027426829348,0.9976889215794948,0.9998784316013563,0.9993921425551373,0.9043062646403534,0.9089554321481722,0.9106376246018718,0.9003424509503111,0.8540268024958597,0.9283202379482624,0.9279550611532927,0.9241051261360251,0.9902373221593974,0.9916280760585069,0.9782537115615847,0.9916834508159761,0.9898994842992809,0.9828687302105639,0.9989177914687186,0.996574980824789,0.9956804858944064,0.9962971803051557,0.9995343757612577,0.9999003854103881,0.9998711506371002,0.9996814832661661,0.9995353479501177,0.999888787413801,0.9996526209564012,0.999279451823032,0.9990828238512401,0.9999077583095018,0.9998329554990798,0.9992494944016909,0.9995976089452848,0.9983554882072616,0.9982816591272577,0.9971786365044512,0.999903338822124,1.0,0.9850220187498487,0.9946012144725329,0.9944389617562412,0.9942717338214103
1605.08474557,0.9896464501492614,0.9910493746686013,0.9940565093908649,0.9928292812397715,0.9993451253489571,0.999634588289163,0.999552860963474,0.9987721081486468,0.997847669637304,0.9974489213439506,0.999934624771869,0.9994845033084999,0.9046889417802164,0.9093848390491766,0.9114284236193505,0.9005294571504202,0.8709378915715329,0.9368201094674347,0.9374277682031616,0.9340639022630391,0.9918590623451159,0.9925452339012437,0.9819103370814847,0.9933148660436881,0.9910822034747914,0.9856900516015816,0.999009434933412,0.9976061308915342,0.9971700387503905,0.9970634334954089,0.9996939475160211,0.9998082858038678,0.9998604542127745,0.999745607462893,0.9992445954782986,0.9994878920342714,0.9995530555619784,0.9993337850296191,0.9992760489075383,0.99990900785481,0.9999299351672973,0.9992787937306759,0.9997087682996636,0.9980829777890383,0.9984425167229628,0.9974398659544395,0.9998890420064367,0.9999336892163223,0.9847737377018482,0.9945739127624925,0.9942081279836557,0.9942681861705095
1611.18383758,0.9913661912851454,0.99240030356036,0.9946210986573935,0.9942465725851097,0.9993622639903654,0.9994698674009349,0.9994729291604761,0.9991525461682679,0.9978944031738208,0.9977184186152747,0.999938920657151,0.9996963218686402,0.905262300741853,0.9099282047985604,0.9121378844689954,0.900968967925856,0.8884792426779998,0.9456033357359862,0.9471148521285652,0.9439565968769069,0.9936207175424762,0.9935171654278603,0.9853185506608109,0.9947359350104115,0.9925554172889783,0.9884647062751672,0.9991964009164138,0.998691067145526,0.9978926325907298,0.9976814080691708,0.999809497858452,0.9997759810936159,0.9996526314609623,0.999569815657861,0.9991335752725037,0.9995042228345281,0.9994494984550293,0.9994378458530162,0.9999782251480192,0.9998704001584284,0.9997324378772021,0.9998754582856746,0.9996404119439695,0.9985665936584517,0.9991995199101782,0.9980617121760303,1.0,0.9999878314243459,0.984425912784854,0.994704175423437,0.9943874697938889,0.9943710555551635
1617.31109985,0.9927243984396551,0.9937527299585992,0.995237546970582,0.9956894436940478,0.9997107657978149,0.9996583994088806,0.9993399648730432,0.9998289558422945,0.9981893601674823,0.998179145640652,0.9997658978661478,0.9998614017046341,0.9059748436462299,0.910732916475288,0.9129233177788674,0.9014637338795588,0.9057415913807972,0.9543686531622152,0.9560860488450823,0.953415439787063,0.9953951289878108,0.9939607747764243,0.9884713292577321,0.9955974263780029,0.994029508270959,0.9912508686970798,0.9995486393669113,0.9992043394967464,0.9983852995742586,0.9980692430695948,1.0,0.9999794291722511,0.9997812053460529,0.999563751037967,0.9989726302179425,0.999646646977462,0.9994526800278436,0.9993198941619673,1.0,1.0,1.0,1.0,0.9998197102927067,0.9995130534092225,0.9997340293486383,0.9985935264804816,0.9999999999999998,0.9999321460563813,0.9842435943261016,0.9946048584883089,0.9943466000092567,0.9943444915685739
1623.47024896,0.9940084028909723,0.9947527051477213,0.9959960800056606,0.9970508161451537,1.0,1.0,0.9995175493755515,1.0,0.9987712227625951,0.9987335426418084,0.9996604924560006,1.0,0.9065882464537088,0.911771453605617,0.913751518197069,0.9014538734953164,0.9224245525155815,0.962602845448824,0.9642985135322979,0.962292712041931,0.9966085407283665,0.994746975166583,0.9913251672522143,0.9962291762109604,0.9952197313719887,0.9934916652467453,0.9996122755655243,0.9994250338147532,0.9989537250534637,0.9984126462810666,1.0,1.0,1.0,0.9998070278142702,0.9990292877242304,0.9999384490210976,0.9996020234796048,0.9993403589059439,0.999972606533257,1.0,1.0,0.9996902863622594,1.0,1.0,0.9999071181100407,0.9990377934211949,0.9999999999999998,0.9999774861142745,0.9842034227890891,0.994710165747213,0.9941801108266393,0.9942501246401889
1629.66154068,0.9952733986041542,0.9957579514474091,0.9967209773715415,0.9982201528074027,1.0,1.0,0.9998262032329054,1.0,0.9992694940307917,0.9989624211240139,0.9997969526734681,0.9998914382048644,0.9071528850145899,0.9122893314501649,0.9146527100236737,0.9017838413927453,0.9387126008485817,0.9705929568201815,0.971784314163381,0.9707687757443495,0.9979807350037809,0.9958375767531694,0.9940539680524942,0.9970705432093038,0.9963354167104447,0.9954257949124803,0.9998896762858718,0.9997305691920597,0.9997004316017003,0.9989667576916208,0.999900743832776,1.0,1.0,1.0,0.9994484354414056,0.9999471071223172,0.9996407828712401,0.9997221736054,1.0,1.0,0.999981873388543,0.9996222505849738,0.9999747202334301,1.0,1.0,0.9996724597421329,1.0,1.0,0.9843349010247899,0.9947649373779265,0.9941292919307834,0.9944067697074959
1635.88523392,0.9960256191792624,0.996766139505949,0.9973160787186127,0.9987932030024598,0.9999396768643928,0.9999324968785138,1.0,1.0,0.9995679720083069,0.9994127361248408,0.9998191936079814,0.9995185432550873,0.9076279744455146,0.9126757745366288,0.9152474170877996,0.9024838866666594,0.9542601436870958,0.9784874809118922,0.9790317077171248,0.9786685490481621,0.9989104827714526,0.997084508767356,0.9962502045644968,0.9978969144374337,0.9976033162001369,0.9973146636153033,1.0,1.0,0.9999768061155788,0.9993474608900939,0.9998189875671635,1.0,0.9996228235717267,1.0,0.9998247956671308,0.9997328608672145,0.9996525354186041,0.9999987198539675,1.0,1.0,1.0,0.9995507231921058,0.9998560747264686,0.9997649441815973,0.9998741692496421,0.9999680767227243,0.9999999999999998,1.0,0.9843383280761997,0.9946129349828813,0.994151159639354,0.9944505009281251
1642.14159076,0.9968483711579306,0.9977935343987236,0.9981403399741047,0.9990803532705255,1.0,0.9997855382671748,1.0,0.9993727226892343,0.9997074415076826,0.9997205135092976,0.9997553469418046,0.9992257257676296,0.9082720574503467,0.9132371136159491,0.9158478510839395,0.9031401778118655,0.9687666491822703,0.9855440006822029,0.98592004909048,0.9856797016511444,0.9994241732678799,0.9981593344882235,0.9979197687514902,0.9988503257915201,0.9986850642600442,0.9985819510760907,0.9998665822732178,1.0,0.9997607857668672,0.9994615847620218,0.9996756254783207,0.9999931771562283,0.9996076540664887,0.9999812585022158,0.9999584339790207,0.9993946995668244,0.9995685455994661,0.9999942650905825,1.0,0.9996922590517816,0.9999535945874821,0.9992507434226069,0.9999067840586583,0.9991919852506895,0.9999172698389935,1.0,1.0,0.9999751574443351,0.9844834319548452,0.9944597559889524,0.994121576780955,0.994265686627672
1648.57498892,0.9975875949411697,0.9987082568438849,0.9990299343200866,0.9993213986994709,0.9999387798423484,0.999903111663069,1.0,0.9995939937940653,1.0,0.9998456910064112,1.0,0.9995928713956667,0.909567058182303,0.9139246475990497,0.9167846209159728,0.90417982379762,0.981386283347952,0.9920389934640959,0.9921027434055172,0.9919156201289233,0.9996605580267559,0.9987324836708675,0.999336462921992,0.9995142828374175,0.9995498043052762,0.9995104632060364,0.9997106503127136,1.0,1.0,0.9997565417988938,0.9997583587272746,0.9999944858690059,0.9999164677856741,1.0,1.0,0.9995001547688174,0.9997053928347044,1.0,1.0,0.9998895027945008,1.0,0.9995369838317189,1.0,0.9986453476951334,1.0,1.0,1.0,1.0,0.9848864414861817,0.9944840988346187,0.9940587108872107,0.9941206939193934
1655.33520858,0.9984933077583628,0.9995216835007069,0.9997278008375969,0.999407067038296,0.999862132678964,1.0,1.0,1.0,1.0,1.0,1.0,0.9998967656808587,0.9106574042375096,0.9145832962295383,0.9174048355292442,0.9051791360962832,0.9918980667293473,0.9972766690839165,0.9968754133671093,0.9969766583534317,1.0,0.9994413500420568,1.0,0.9997357957560202,0.9999224751035878,1.0,1.0,1.0,1.0,1.0,0.9999089425390483,1.0,1.0,0.9999673574142408,0.9999987755095436,0.9998847055154607,0.9999925453805858,1.0,1.0,1.0,1.0,0.9999224206017064,1.0,0.9985208349147586,0.9999323591387033,0.9999819597324129,1.0,1.0,0.9848876738986724,0.9949826426250464,0.9943062565990635,0.9942414108667958
1662.47344048,0.9993153241060126,1.0,1.0,0.9994914280856425,1.0,1.0,0.9994053754125273,0.9998630363183633,1.0,1.0,0.9999419279707862,1.0,0.9114709515143419,0.9146255491594892,0.9183596047402617,0.9064090606912103,0.9986510352776156,1.0,1.0,0.9998910297117182,1.0,0.9997314106072557,1.0,1.0,1.0,1.0,1.0,0.9998813540622846,1.0,0.9999007472328543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999268834344102,1.0,0.9994070116810785,1.0,0.9998292448016761,0.9986961595709245,0.9998552388407587,0.9999502689603885,0.9999999999999998,0.9997748244069743,0.9845360591171705,0.9952176312739686,0.9944540187170484,0.9943655853472221
