,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
2124.0,0.479719,0.457855,0.371906,0.18154199999999998,0.15368700000000002,0.146246,0.095465,0.089109,0.456257,0.476694,0.463872,0.457709,0.27524,0.262489,0.31485199999999997,0.32549100000000003,0.164183,0.315289,0.366381,0.218231,0.48533000000000004,0.46372599999999997,0.45454700000000003,0.43905500000000003,0.381871,0.480304,0.280391,0.18087299999999998,0.17813500000000002,0.204768,0.382372,0.29272,0.281179,0.325607,0.460565,0.461385,0.42093600000000003,0.433428,0.14463499999999999,0.156972,0.136597,0.19658899999999999,0.16688199999999997,0.156563,0.160489,0.161996,1.0005540000000002,1.000846,0.594551,0.9979349999999999,0.997111,0.997807
2125.0,0.480186,0.458359,0.372127,0.181426,0.154141,0.146128,0.095277,0.088956,0.456424,0.47755400000000003,0.464053,0.458277,0.27535,0.262538,0.315458,0.325563,0.163794,0.31530400000000003,0.366008,0.2181,0.485456,0.463804,0.45398200000000005,0.43870600000000004,0.381665,0.4804,0.28057099999999996,0.180929,0.178232,0.204985,0.38256100000000004,0.293131,0.281804,0.325915,0.460815,0.46204500000000004,0.42119999999999996,0.433645,0.144145,0.156914,0.136657,0.19694099999999998,0.166768,0.15637399999999999,0.16023900000000002,0.161842,1.0001900000000001,1.000361,0.594579,0.9983289999999999,0.997597,0.998176
2126.0,0.480598,0.458847,0.372167,0.180992,0.154645,0.14581,0.094942,0.08898500000000001,0.456649,0.478348,0.464373,0.45876300000000003,0.275398,0.262611,0.316049,0.325653,0.163053,0.314932,0.365303,0.217953,0.48565800000000003,0.46378100000000005,0.453237,0.438345,0.381442,0.48048,0.280632,0.180937,0.178143,0.20529699999999998,0.382621,0.293304,0.282498,0.32616500000000004,0.460742,0.46275599999999995,0.421436,0.43374899999999994,0.143289,0.156707,0.13662000000000002,0.197156,0.166443,0.15592599999999998,0.15951700000000002,0.16144999999999998,0.999644,0.999688,0.594526,0.99881,0.998143,0.9987170000000001
2127.0,0.480831,0.45917600000000003,0.372271,0.180703,0.154815,0.145566,0.09486599999999999,0.089145,0.45706899999999995,0.47881500000000005,0.464681,0.458993,0.27550399999999997,0.262747,0.316455,0.32596899999999995,0.162528,0.314396,0.36487699999999995,0.21800899999999998,0.48572200000000004,0.463772,0.452633,0.438267,0.381473,0.480259,0.280706,0.180854,0.1782,0.20550999999999997,0.382669,0.293259,0.282995,0.32624600000000004,0.4608,0.46287999999999996,0.421736,0.433902,0.142805,0.156585,0.136526,0.19724,0.16637899999999997,0.155809,0.159193,0.161247,0.9994660000000001,0.9991979999999999,0.594579,0.999084,0.998359,0.9991500000000001
2128.0,0.480871,0.459327,0.372502,0.18058700000000003,0.15457200000000001,0.145405,0.095165,0.089563,0.45787100000000003,0.47883899999999996,0.465038,0.458892,0.275699,0.262985,0.316651,0.32667900000000005,0.162263,0.31357399999999996,0.36485,0.218417,0.485628,0.46382199999999996,0.452207,0.438643,0.381909,0.47964399999999996,0.280832,0.18061800000000003,0.17849,0.205627,0.38270899999999997,0.292902,0.283342,0.326175,0.46108499999999997,0.46219,0.422176,0.43410200000000004,0.142827,0.156591,0.136318,0.19720500000000002,0.16669699999999998,0.156184,0.159411,0.16131399999999999,0.999761,0.998893,0.594826,0.999065,0.998097,0.999487
2129.0,0.480748,0.459351,0.372655,0.180543,0.15416,0.14528,0.09547800000000001,0.08985900000000001,0.458484,0.478766,0.465265,0.45868499999999995,0.275884,0.263203,0.316705,0.32726999999999995,0.162101,0.312808,0.36483699999999997,0.218719,0.485438,0.463787,0.451839,0.438951,0.38228700000000004,0.47891,0.280882,0.180417,0.178733,0.20563800000000002,0.38271900000000003,0.2925,0.283397,0.32589100000000004,0.461277,0.46137900000000004,0.422518,0.43434399999999995,0.142925,0.156578,0.136166,0.197005,0.16701,0.15654099999999999,0.159702,0.16139,1.000199,0.9987590000000001,0.594987,0.999021,0.9978090000000001,0.9997029999999999
2130.0,0.480442,0.459252,0.37258800000000003,0.180573,0.153675,0.145212,0.09554299999999999,0.089578,0.458303,0.478925,0.465096,0.45854100000000003,0.27596699999999996,0.263268,0.316632,0.327222,0.16199100000000002,0.312501,0.36459400000000003,0.218449,0.48518900000000004,0.463536,0.451517,0.438722,0.382203,0.478258,0.280725,0.180427,0.178721,0.20544,0.38271299999999997,0.292312,0.28291299999999997,0.325225,0.461133,0.460938,0.422528,0.434711,0.142805,0.15645,0.136269,0.19655799999999998,0.16704799999999997,0.15648099999999998,0.159754,0.161267,1.000645,0.998883,0.594743,0.999229,0.9979309999999999,0.9997780000000001
2131.0,0.47997599999999996,0.45903799999999995,0.372363,0.18066700000000002,0.153103,0.145181,0.095473,0.088954,0.457632,0.479158,0.464676,0.45839199999999997,0.275994,0.263249,0.316438,0.326793,0.161948,0.312454,0.364223,0.217839,0.484865,0.46313499999999996,0.451229,0.438174,0.38184199999999996,0.477605,0.280432,0.180566,0.178547,0.205101,0.382681,0.292223,0.282034,0.324291,0.460768,0.46067,0.422322,0.435145,0.142597,0.156248,0.13652799999999998,0.19591799999999998,0.166925,0.156184,0.159706,0.16104700000000002,1.001127,0.9992059999999999,0.594263,0.9995430000000001,0.9982479999999999,0.999713
2132.0,0.47950899999999996,0.45880299999999996,0.37197600000000003,0.180705,0.15278,0.145062,0.09528,0.088561,0.45709099999999997,0.479141,0.46445000000000003,0.45826900000000004,0.276061,0.263308,0.316237,0.32647,0.161914,0.312293,0.363665,0.217374,0.484397,0.46268099999999995,0.450732,0.437559,0.381356,0.476941,0.280216,0.180746,0.178254,0.20496999999999999,0.38254800000000005,0.292145,0.281223,0.32360900000000004,0.46028399999999997,0.460724,0.42206899999999997,0.43529,0.1424,0.155972,0.136713,0.195318,0.1666,0.155815,0.159682,0.160935,1.00122,0.9994799999999999,0.594052,0.9995310000000001,0.998282,0.999319
2133.0,0.47893,0.458442,0.371257,0.180589,0.152807,0.144759,0.09486499999999999,0.08845599999999999,0.456681,0.47868299999999997,0.464563,0.458129,0.276184,0.263486,0.315969,0.326271,0.161846,0.311873,0.362704,0.217088,0.483671,0.462038,0.449846,0.43678400000000006,0.38056199999999996,0.476168,0.280073,0.180958,0.177708,0.205208,0.38223599999999996,0.292058,0.28041699999999997,0.32326099999999997,0.45947299999999996,0.461276,0.421663,0.434984,0.142187,0.155563,0.136821,0.194712,0.165886,0.155248,0.159713,0.16095099999999998,1.000717,0.999648,0.594247,0.999002,0.997875,0.998349
2134.0,0.478534,0.458226,0.370606,0.18053799999999998,0.153012,0.144476,0.094464,0.088613,0.45650799999999997,0.478181,0.464748,0.458083,0.276345,0.26371500000000003,0.31579599999999997,0.326239,0.161841,0.31147600000000003,0.361849,0.216983,0.482942,0.461549,0.448952,0.43611199999999994,0.379921,0.475522,0.280049,0.18120999999999998,0.17723199999999997,0.20549299999999998,0.38191699999999995,0.291999,0.27985,0.32315600000000005,0.45885,0.461943,0.421387,0.434544,0.142038,0.15515700000000002,0.136821,0.194252,0.16522099999999998,0.154808,0.159743,0.16108899999999998,1.000027,0.999803,0.59461,0.9983240000000001,0.997316,0.997351
2135.0,0.478843,0.45860100000000004,0.370563,0.18086400000000002,0.153316,0.14443799999999998,0.094376,0.08928900000000001,0.456936,0.47804,0.46476300000000004,0.458297,0.27656400000000003,0.263988,0.315974,0.326595,0.162096,0.311358,0.361776,0.21727,0.48249699999999995,0.46173200000000003,0.448479,0.435971,0.38014000000000003,0.475346,0.280285,0.18152200000000002,0.177284,0.205507,0.38181600000000004,0.29199400000000003,0.279999,0.32341000000000003,0.459161,0.46234400000000003,0.421695,0.43423900000000004,0.142117,0.154914,0.136609,0.19426,0.165153,0.154995,0.159753,0.161449,0.9994970000000001,1.000035,0.595001,0.997746,0.996779,0.996932
2136.0,0.479694,0.45942500000000003,0.37095300000000003,0.18147,0.153749,0.144569,0.094502,0.090409,0.457848,0.478125,0.464683,0.458717,0.276837,0.26431,0.316421,0.32726799999999995,0.162557,0.311432,0.362264,0.217884,0.482241,0.462418,0.448287,0.436221,0.38099299999999997,0.47552799999999995,0.280735,0.181891,0.17771599999999999,0.20535499999999998,0.381862,0.29203399999999996,0.28070799999999996,0.323988,0.460165,0.462608,0.42244,0.433979,0.142375,0.15478,0.13622299999999998,0.194634,0.165502,0.155645,0.159752,0.162,0.999011,1.000319,0.595468,0.997177,0.9962009999999999,0.996888
2137.0,0.48010800000000003,0.459966,0.371238,0.181813,0.154034,0.144725,0.094652,0.090976,0.458582,0.478298,0.46476100000000004,0.459133,0.27702000000000004,0.264457,0.316812,0.327825,0.162588,0.311583,0.36264,0.21819400000000003,0.482072,0.46293399999999996,0.448065,0.43639000000000006,0.381539,0.47558700000000004,0.281131,0.18209299999999998,0.178006,0.205209,0.381785,0.29211200000000004,0.281274,0.32425400000000004,0.460982,0.462605,0.42302700000000004,0.43384700000000004,0.14244300000000001,0.154724,0.13578099999999999,0.19476700000000002,0.165902,0.156166,0.159641,0.162358,0.9987269999999999,1.000418,0.595847,0.997062,0.995902,0.9970640000000001
2138.0,0.47969,0.46001800000000004,0.371327,0.181624,0.154078,0.14496499999999998,0.094802,0.09045600000000001,0.458955,0.47860199999999997,0.465144,0.45947699999999997,0.277063,0.264266,0.317038,0.3281,0.161782,0.311883,0.36278,0.217865,0.48198300000000005,0.46320700000000004,0.447752,0.436305,0.38142499999999996,0.475317,0.281458,0.181999,0.17796299999999998,0.205135,0.381467,0.292337,0.28156,0.323909,0.461328,0.462137,0.423308,0.43396,0.142202,0.154888,0.135289,0.19439299999999998,0.166348,0.15635300000000002,0.159271,0.162363,0.998821,1.000168,0.596127,0.9978239999999999,0.9960899999999999,0.997589
2139.0,0.478893,0.459743,0.37123100000000003,0.181253,0.153968,0.145126,0.09494300000000001,0.08956,0.459114,0.47892,0.465627,0.45982,0.277013,0.263977,0.31721499999999997,0.328282,0.160727,0.31216,0.362714,0.217344,0.481968,0.463156,0.447376,0.436158,0.381044,0.47497100000000003,0.281661,0.181783,0.177799,0.20505199999999998,0.38105100000000003,0.292493,0.281611,0.323322,0.461485,0.46153700000000003,0.42338299999999995,0.43412300000000004,0.141762,0.154985,0.134773,0.193837,0.166741,0.15642,0.158904,0.16219799999999998,0.999011,0.999811,0.596267,0.9987940000000001,0.9964740000000001,0.998177
2140.0,0.47804900000000006,0.459046,0.370714,0.181019,0.15371600000000002,0.144872,0.094986,0.088989,0.459015,0.478982,0.46600299999999995,0.46023400000000003,0.276859,0.263872,0.31740100000000004,0.328523,0.16008299999999998,0.312088,0.36219700000000005,0.217108,0.482032,0.462294,0.44683100000000003,0.43609699999999996,0.380632,0.474796,0.281523,0.18163,0.177648,0.20490100000000003,0.38065,0.292207,0.281176,0.322814,0.461554,0.461278,0.423133,0.43406300000000003,0.141126,0.15450799999999998,0.134311,0.193376,0.166776,0.156496,0.15896100000000002,0.161987,0.9988809999999999,0.9996259999999999,0.596093,0.9990730000000001,0.996733,0.998292
2141.0,0.47707299999999997,0.457886,0.36978099999999997,0.180828,0.153306,0.144254,0.094946,0.088555,0.458649,0.478819,0.466337,0.46073099999999995,0.276579,0.26388100000000003,0.317575,0.328806,0.15967900000000002,0.31173100000000004,0.361248,0.21706299999999998,0.482213,0.460643,0.446115,0.436104,0.38010599999999994,0.474754,0.28107299999999996,0.181494,0.17746800000000001,0.20470400000000002,0.380229,0.29153199999999996,0.28026599999999996,0.322298,0.46149999999999997,0.461258,0.422545,0.433842,0.14027599999999998,0.153533,0.13388,0.192945,0.166503,0.156561,0.15938,0.161688,0.99849,0.999542,0.5956130000000001,0.9988429999999999,0.996947,0.9980249999999999
2142.0,0.47606000000000004,0.456965,0.369015,0.180819,0.15289999999999998,0.143642,0.09489399999999999,0.088384,0.45826700000000004,0.478808,0.46651200000000004,0.461015,0.276436,0.263995,0.317807,0.328945,0.159554,0.311298,0.360336,0.216982,0.48213500000000004,0.45927999999999997,0.445537,0.43599,0.379719,0.474613,0.28063099999999996,0.181397,0.177347,0.20439800000000002,0.37986400000000003,0.290901,0.27947299999999997,0.32185699999999995,0.461449,0.46130499999999997,0.42210299999999995,0.433531,0.139447,0.152611,0.133517,0.19253599999999998,0.166209,0.156517,0.159699,0.161435,0.998278,0.999566,0.595224,0.998553,0.9971070000000001,0.99783
2143.0,0.47507599999999994,0.456727,0.368687,0.181213,0.152522,0.143143,0.094892,0.088696,0.45795600000000003,0.479259,0.466354,0.460814,0.276565,0.264276,0.31821,0.32881,0.159908,0.310825,0.359607,0.216739,0.48156999999999994,0.45876399999999995,0.445333,0.43565,0.379645,0.47428800000000004,0.28027599999999997,0.181396,0.177391,0.203792,0.379634,0.290493,0.279117,0.321671,0.46151400000000004,0.461451,0.42204099999999994,0.433033,0.138705,0.151922,0.133273,0.192191,0.166011,0.156281,0.15961499999999998,0.16127300000000003,0.9984999999999999,0.999807,0.595125,0.998317,0.997205,0.997953
2144.0,0.474061,0.45675400000000005,0.368607,0.181721,0.152207,0.142736,0.094863,0.089216,0.45767800000000003,0.47982199999999997,0.466089,0.46043799999999996,0.276866,0.264634,0.318633,0.328534,0.160462,0.310328,0.359017,0.216457,0.480716,0.458639,0.445256,0.435169,0.379723,0.47382199999999997,0.280014,0.181419,0.177469,0.20316700000000001,0.379447,0.29019100000000003,0.278928,0.321492,0.461569,0.46158299999999997,0.422191,0.432526,0.138048,0.151399,0.133085,0.191848,0.16582899999999998,0.155946,0.159436,0.161193,0.998925,1.000101,0.595161,0.998115,0.997238,0.9981740000000001
2145.0,0.472945,0.456606,0.36876600000000004,0.181792,0.152141,0.142621,0.094659,0.08945499999999999,0.457511,0.479952,0.46615900000000005,0.460411,0.277326,0.26487700000000003,0.31878,0.32829200000000003,0.160666,0.309963,0.358782,0.21628,0.479724,0.458593,0.444973,0.434593,0.379775,0.473172,0.28009,0.18134499999999998,0.177356,0.203124,0.379155,0.290041,0.278718,0.32081899999999997,0.461419,0.461332,0.422532,0.432457,0.137627,0.151288,0.13286,0.191383,0.16565000000000002,0.155633,0.159589,0.161277,0.9993219999999999,1.000067,0.595264,0.998168,0.997139,0.998271
2146.0,0.47170900000000004,0.456402,0.369266,0.18145399999999998,0.152315,0.142821,0.094267,0.089482,0.45744999999999997,0.47969,0.466561,0.460732,0.278018,0.265027,0.31866,0.328044,0.16059,0.309724,0.358946,0.21617699999999998,0.47848599999999997,0.45872,0.444548,0.433857,0.37983100000000003,0.472339,0.280553,0.18121099999999998,0.177073,0.20366800000000002,0.37878799999999996,0.290108,0.278572,0.31965699999999997,0.461071,0.460678,0.42314,0.432818,0.137443,0.1517,0.132645,0.19081900000000002,0.165472,0.155281,0.160079,0.16154900000000003,0.9997360000000001,0.999689,0.595489,0.9984810000000001,0.996845,0.998261
2147.0,0.470518,0.45590800000000004,0.369543,0.18107600000000001,0.15259499999999998,0.14300000000000002,0.093903,0.089375,0.457436,0.479331,0.466896,0.460937,0.27854500000000004,0.265148,0.318519,0.327855,0.16037500000000002,0.30950099999999997,0.35905000000000004,0.216174,0.47747300000000004,0.45876,0.44395,0.433272,0.37988,0.471383,0.280897,0.18094200000000002,0.17671299999999998,0.204199,0.378332,0.289983,0.278198,0.318469,0.460677,0.46009300000000003,0.42359699999999995,0.433211,0.137332,0.15179399999999998,0.13227,0.190159,0.165319,0.155101,0.16047799999999998,0.16179400000000002,1.000113,0.999418,0.595596,0.99881,0.99677,0.9982489999999999
2148.0,0.46950899999999995,0.45482100000000003,0.369168,0.180865,0.15302300000000002,0.142931,0.093697,0.08909,0.457449,0.479019,0.46691000000000005,0.460677,0.278575,0.265318,0.31852,0.32778399999999996,0.160025,0.30927299999999996,0.358747,0.216389,0.477121,0.458499,0.443104,0.43315,0.379977,0.47025100000000003,0.280752,0.18039100000000002,0.176236,0.204353,0.377811,0.28931799999999996,0.27733,0.317535,0.460302,0.45987,0.42359499999999994,0.43341,0.137281,0.150844,0.131564,0.18930499999999997,0.165165,0.155351,0.160522,0.16188,1.000418,0.999581,0.59534,0.999065,0.997312,0.998297
2149.0,0.46858,0.45339799999999997,0.368426,0.18069600000000002,0.153493,0.142759,0.09357599999999999,0.08869500000000001,0.457492,0.478677,0.466762,0.460212,0.27834800000000004,0.265453,0.318553,0.327795,0.15957000000000002,0.309024,0.358281,0.21668900000000002,0.477098,0.45807400000000004,0.44207299999999994,0.433236,0.380033,0.46903500000000004,0.28037,0.179706,0.17572700000000002,0.20435099999999998,0.37717599999999996,0.288367,0.27616,0.316686,0.45992199999999994,0.459837,0.42333,0.433543,0.137236,0.149401,0.130657,0.18837700000000002,0.165057,0.155804,0.160367,0.161881,1.000654,0.999953,0.594922,0.9992610000000001,0.998152,0.99836
2150.0,0.46756100000000006,0.452217,0.367644,0.1805,0.153514,0.142623,0.093525,0.088462,0.457517,0.47830599999999995,0.46658299999999997,0.459953,0.278238,0.26531,0.318485,0.32786000000000004,0.159215,0.308577,0.357991,0.216663,0.476825,0.457635,0.440985,0.43302999999999997,0.37971400000000005,0.468108,0.280073,0.179285,0.175568,0.20433,0.37623399999999996,0.287543,0.27497900000000003,0.315825,0.459603,0.45992,0.422988,0.43364800000000003,0.13684200000000002,0.14841100000000002,0.129788,0.187792,0.165194,0.155941,0.16010000000000002,0.161807,1.0007510000000002,1.00025,0.594747,0.9991800000000001,0.9986740000000001,0.9983660000000001
2151.0,0.46645600000000004,0.451275,0.36678199999999994,0.180276,0.153024,0.142532,0.093542,0.088427,0.45753,0.477892,0.46635,0.459896,0.278258,0.264822,0.31830200000000003,0.328005,0.158954,0.307871,0.357903,0.216281,0.476303,0.457203,0.43979199999999996,0.432526,0.37896299999999994,0.4675,0.279858,0.179159,0.175824,0.20427900000000002,0.374946,0.286843,0.273725,0.31498000000000004,0.45933,0.46015900000000004,0.422521,0.43372,0.136043,0.147896,0.128925,0.18762299999999998,0.165654,0.155736,0.159668,0.161642,1.0007,1.000489,0.594839,0.9987520000000001,0.9988819999999999,0.998283
2152.0,0.46530299999999997,0.45040100000000005,0.365906,0.18005400000000002,0.152439,0.142405,0.093636,0.088358,0.45752000000000004,0.477501,0.46611800000000003,0.45993,0.278241,0.264339,0.318098,0.328136,0.158748,0.307216,0.357802,0.215799,0.47571199999999997,0.456644,0.438656,0.431907,0.37811799999999995,0.46697299999999997,0.27963899999999997,0.179084,0.176107,0.20420300000000002,0.373537,0.286142,0.272566,0.314066,0.45913699999999996,0.460405,0.422064,0.433763,0.135175,0.147471,0.12812099999999998,0.18743400000000002,0.166049,0.15545899999999999,0.159269,0.16145099999999998,1.000551,1.00069,0.594965,0.998344,0.9989539999999999,0.998264
2153.0,0.46411700000000006,0.449531,0.36505200000000004,0.17985099999999998,0.151978,0.14218,0.093883,0.088062,0.457474,0.477177,0.46593,0.460055,0.27807,0.264104,0.317932,0.32819499999999996,0.158608,0.30683499999999997,0.35757599999999995,0.215316,0.47511499999999995,0.455818,0.437727,0.431225,0.377341,0.46645200000000003,0.27940000000000004,0.178922,0.176213,0.204138,0.372095,0.285427,0.271662,0.31302,0.45908499999999997,0.460587,0.42173,0.433781,0.134409,0.146984,0.127447,0.186935,0.166127,0.155248,0.15906599999999999,0.16128299999999998,1.000296,1.000864,0.595021,0.9982030000000001,0.998938,0.998446
2154.0,0.462889,0.448693,0.36423,0.17965699999999998,0.15154600000000001,0.141903,0.09418699999999999,0.087685,0.457397,0.476901,0.46576999999999996,0.46023899999999995,0.277832,0.26397200000000004,0.317767,0.328208,0.15851300000000001,0.30658799999999997,0.35727600000000004,0.214814,0.47448799999999997,0.45484900000000006,0.436906,0.430481,0.376579,0.465932,0.279138,0.178752,0.176226,0.20405,0.37061700000000003,0.284671,0.270913,0.31187000000000004,0.459112,0.46071199999999995,0.42145699999999997,0.43377200000000005,0.133679,0.14648899999999998,0.126854,0.186299,0.16602,0.155033,0.15896000000000002,0.16111,0.999969,1.000988,0.595044,0.998192,0.998828,0.998726
2155.0,0.461609,0.447867,0.36359400000000003,0.17946,0.151222,0.141646,0.094239,0.08749000000000001,0.457297,0.476685,0.46567100000000006,0.46031999999999995,0.277679,0.26382300000000003,0.31755700000000003,0.32815300000000003,0.15838,0.306338,0.356879,0.21446300000000001,0.47387,0.45400399999999996,0.43608199999999997,0.429824,0.375976,0.46519599999999994,0.278792,0.178634,0.176041,0.20385899999999998,0.369315,0.283703,0.270234,0.310596,0.45906199999999997,0.46063200000000004,0.421232,0.433735,0.13308999999999999,0.145872,0.126281,0.18566,0.165748,0.154792,0.15887,0.160915,0.999711,1.000962,0.594953,0.99824,0.998706,0.998938
